Date,Month,DayofWeek,vol_percent_prev,close_percent_prev,open_percent_prev,high_percent_prev,low_percent_prev,prev_day_movement,bar_movement,Label
1998-07-01,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
1998-07-02,7,3,0.3351848533715583,0.9985196795541623,1.0057864281956865,0.9983465320685754,1.006248349907595,0.006838506049447669,-0.0004358437935843546,None
1998-07-06,7,0,0.11531665051587528,1.0019177126917713,1.0005230125523012,1.0013057103064067,1.0027133479212254,0.0,0.001393971075100162,Lows
1998-07-07,7,1,0.3951012748333657,0.9998274076630997,1.0062728698379508,1.000776665516051,1.0082053072625698,0.009583551141313769,0.003116883116883112,None
1998-07-08,7,2,0.17444181500154338,1.0029396507003285,0.9991377823762717,0.999138896064755,1.0040770298403887,-0.0027590963959303965,0.001035554021401489,Lows
1998-07-09,7,3,0.18227116595167545,0.9968308351177729,1.003451846738005,0.9970070121429794,1.0033693304535638,0.007507766655160551,0.0008599931200549907,None
1998-07-10,7,4,0.3136707505822111,0.9984457300751229,0.9978500171998624,0.9954592186429061,0.9993946207731558,-0.004041967664258676,-0.0034473842971645755,None
1998-07-13,7,0,0.3598773116361443,1.0002577762502147,1.004567784193743,0.9976049952955265,1.0086911176777333,0.0030164612600189116,-0.0012868908716541325,Lows
1998-07-14,7,1,0.13650440115330048,1.0075536480686695,1.0032601235415237,1.0059055118110236,1.0075822850249871,-0.0005147563486616529,0.0037626133059688537,Lows
1998-07-15,7,2,0.16027065239345586,1.001358119005178,1.0095775611424662,1.0010155721056195,1.0010261672652643,0.007439712673165765,-0.0007623242419109216,Highs
1998-07-16,7,3,0.26703069178304645,0.9961737947453447,0.9968660003388108,0.9960263780858979,0.9960010210159108,-0.0038116212095544878,-0.00450335627495965,Lows
1998-07-17,7,4,0.08708115683526564,0.9989875980764363,1.0079870847140793,1.0008432414200186,1.0106782846403555,0.007137394850879458,-0.001854505605664662,Lows
1998-07-20,7,0,0.16608730339639846,1.0016008088297246,1.0010115485121807,0.9994957983193277,1.0018595215958077,0.0005057742560903842,0.0010947368421052248,None
1998-07-21,7,1,0.5329597599717614,0.9976353348534752,1.0021052631578948,0.9980709552964857,1.000508733254197,-0.002863157894736871,-0.007310924369747937,Highs
1998-07-22,7,2,0.6329698621838559,0.9986281402726571,0.9776470588235294,0.9813445378151261,0.9968180254557963,-0.01991596638655466,0.0011174144748151576,None
1998-07-23,7,3,0.26894256389538185,0.9968256691832532,0.9997421351211965,0.9967513037530992,1.0032891889552498,0.0018910091112257078,-0.001031725561000813,Highs
1998-07-24,7,4,0.16669424058130225,1.0032402136789562,0.9884790645688246,0.9871344026074277,1.0042138530418752,-0.018227151577680376,-0.003566147690701893,Highs
1998-07-27,7,0,0.2698187112204929,0.9921114909282145,0.9883447855962425,0.9905291510991397,1.000797306874557,-0.0076541706532138425,-0.003872216844143252,None
1998-07-28,7,1,0.13739583333333333,0.9947785223218171,1.0071283991903546,0.9970434782608696,1.011077632045374,0.011264630819325893,-0.001135966445298807,Highs
1998-07-29,7,2,0.16330241729350764,1.005842259006816,0.9937084935337295,0.9953776382347811,1.0127815516624956,-0.012845159035302332,-0.0007914175167077331,Highs
