Date,Month,DayofWeek,symbol,vol_percent_prev,close_percent_prev,open_percent_prev,high_percent_prev,low_percent_prev,prev_day_movement,bar_movement,close_percent_high,close_percent_low,Label
2000-01-03,1,0,DIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHS
2000-01-04,1,1,DIA,0.18837973099781044,0.9909750486639534,0.9675465166594548,0.9735179575941151,0.9933345183078564,-0.021895283427087853,0.001788908765652977,0.9956440572495333,0.9979464285714286,HIGHS
2000-01-05,1,2,DIA,0.4895520438814157,1.0039305301645338,0.9796064400715564,0.9797315316917059,0.9928656361474435,-0.021466905187835346,0.0028305332359386624,0.9965520370202341,0.9883456250569062,LOWS
2000-01-06,1,3,DIA,0.2796703296703297,1.0012638801119438,1.0128743608473338,0.9951742627345844,1.0198986642100414,0.011413440467494523,-0.0001802938790228994,0.9959590517241379,0.9981967360923271,LOWS
2000-01-07,1,4,DIA,0.46622466376207616,1.0234564572661096,1.0163165960515639,1.0115360724110392,1.0183361936591093,0.0030649959433876246,0.01011176157530602,0.9990350030704448,0.9899894625922023,LOWS
2000-01-10,1,0,DIA,0.11003586119607636,1.005738132498696,1.0310201187627404,1.0108620090371916,1.0241263083200283,0.019409731454400406,-0.005587552651938377,0.9944124473480617,0.9980982019363761,HIGHS
2000-01-11,1,1,DIA,0.7990562327959103,0.9994806094182825,0.9858162124989256,0.9950141837875011,0.9975643702157273,-0.006962950227800243,0.006801534705266715,0.9974946004319654,0.9932444136497489,NONE
2000-01-12,1,2,DIA,0.12154096581660337,1.0031397174254317,1.002964771538193,0.9918293626902899,1.001222280426052,-0.00017439832577616175,0.0,0.9973985431841832,0.9970439923491567,LOWS
2000-01-13,1,3,DIA,0.4995696544940366,1.0005219206680585,1.0045209528777606,1.0002592688618097,0.9990408092082315,-0.0005216484089723725,-0.004500605850787694,0.9937791601866252,0.9960876369327073,NONE
2000-01-14,1,4,DIA,0.30104009394396913,1.0102253032928943,1.012549766314696,1.007232027550581,1.014554645284992,-0.0012117015752120526,-0.003504573040430777,0.9964954269595693,0.9985417738891748,NONE
2000-01-18,1,1,DIA,0.12735727202273314,0.9933344727397027,0.9911958287033079,0.9947017603828406,0.9993947254647643,0.0002564321736900687,0.002414625733011393,0.9986254295532645,0.994322092222987,HIGHS
2000-01-19,1,2,DIA,0.2463061690784463,1.0006942034015966,0.9930148327009315,0.990721649484536,0.9956529299252304,-0.006209037599172119,0.00147633521493693,1.0,0.9930627818244884,HIGHS
2000-01-20,1,3,DIA,0.17739685070759417,0.9967848453249912,1.0026921406860616,1.0014741588622962,1.002541407413899,-0.0006079027355623741,-0.00649575610601074,0.9932461684994371,0.9972975329090752,HIGHS
2000-01-21,1,4,DIA,0.2968432919954904,0.994083885209713,0.9848432357526417,0.9845874101653823,1.0013371367445176,-0.01914082799237826,-0.009937560460821348,0.9900624395391786,0.9977793569017588,HIGHS
2000-01-24,1,0,DIA,0.34601634320735447,0.9983975785631621,0.9931404449916456,0.9950751912760533,1.0014307430921934,-0.01213613578401192,-0.006906933498627478,0.9911621741051702,0.9985733392777529,HIGHS
