Date,Month,DayofWeek,symbol,previous_day,vol_percent_prev,close_percent_prev,open_percent_prev,high_percent_prev,low_percent_prev,prev_day_movement,bar_movement,close_percent_high,close_percent_low,Label
2002-07-26,7,4,SHY,NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOWS
2002-07-29,7,0,SHY,LOWS,0.03249390739236393,0.9982781945640142,0.999261811023622,0.9981565687599852,0.9988921713441655,0.00036909448818899036,-0.0006156119182467023,0.9993843880817533,0.9997536035481089,HIGHS
2002-07-30,7,1,SHY,HIGHS,0.5199004975124378,1.0008637709772952,0.9987687761635066,0.9988918985471559,1.0006169792694966,-0.0022162029056881634,-0.00012327416173576325,0.9997534820658204,0.9997534212797436,HIGHS
2002-07-31,7,2,SHY,HIGHS,0.07450157397691501,1.0023453894580916,1.0006163708086784,1.0011093307038088,1.001851851851852,-0.001356015779092695,0.0003695946778366531,0.9997537552327014,0.999384236453202,LOWS
2002-08-01,8,3,SHY,LOWS,0.7938144329896907,1.002092050209205,1.0019711716151287,1.0017218054359858,1.0022181146025877,0.0011087840335099594,0.0012295585884668453,0.9997544505831799,0.9987719513692741,BOTH
2002-08-02,8,4,SHY,BOTH,0.12327188940092165,1.0002456398919184,1.0015984261650066,1.00012277470841,1.00110660272962,0.0011066027296201084,-0.0002455192732629023,0.9997544807267371,0.9997544204322201,NONE
2002-08-05,8,0,SHY,NONE,0.2853717026378897,1.000490316253984,1.002086913822735,1.0002449779519842,1.0020884520884519,0.0014731156395777628,-0.0001225039813792834,0.9995101640950282,0.9993874050477822,LOWS
2002-08-06,8,1,SHY,LOWS,0.20193340494092374,0.9984090074654266,0.9990199681489649,0.9984093967943226,0.9997548118180705,0.000980031851035138,0.0003678724708767767,0.9997549019607843,0.9996322628095121,NONE
2002-08-07,8,2,SHY,NONE,0.6666666666666666,1.001349527665317,1.0004904966278358,1.0001225340031858,1.0012277470841007,-0.000490496627835586,0.0003676921191322605,1.0,0.9991423670668953,NONE
2002-08-08,8,3,SHY,NONE,0.15905511811023623,0.9995099840744825,1.0002451280794213,0.9991431019708655,0.9998773608045131,0.0004902561588428979,-0.00024506800637171943,0.9996324430286694,0.9992646157617355,HIGHS
2002-08-09,8,4,SHY,HIGHS,0.046511627906976744,1.0,0.9984070579585835,0.9986522911051213,1.000122744568553,-0.0012253400318587712,0.00036818851251842335,1.0,0.9996319470003681,NONE
2002-08-12,8,0,SHY,NONE,0.4400785854616896,0.9993867288114805,1.0003681885125184,0.9997547817557627,1.000245519273263,0.0006136475208639808,-0.0003680529996319609,0.9992641648270787,1.0,NONE
2002-08-13,8,1,SHY,NONE,0.14340344168260039,1.0004906771344455,1.000981474665685,1.0002451881819299,1.0009819565484228,0.00012268433321053742,-0.0003676921191322605,0.9996323078808678,0.9998773908778813,NONE
2002-08-14,8,2,SHY,NONE,0.3839779005524862,1.0006122948812148,1.0012256403971074,1.0003672869735551,1.0020864015709376,0.0008579482779751584,0.0002448280083241036,1.0,0.999265695753274,HIGHS
2002-08-15,8,3,SHY,HIGHS,0.2667893284268629,0.9982817869415808,0.9962051658709756,0.996206094725248,0.9980358458138965,-0.0025706940874035225,-0.0004915212582943235,0.9992628992628992,0.9995082370297516,LOWS
2002-08-16,8,4,SHY,LOWS,0.11630558722919042,0.9997543299348974,1.0019660850331777,1.0001226391954867,1.0011070110701108,0.00036864094372082994,-0.0018395879323032337,0.9980380134886573,1.0,HIGHS
2002-08-19,8,0,SHY,HIGHS,0.020036429872495445,1.0003687315634218,0.9984056904586704,0.998528510116493,1.0004919444102816,-0.0022075055187638806,-0.0002456700651025184,0.9995087805477096,0.9995085391325715,HIGHS
2002-08-20,8,1,SHY,HIGHS,0.18888888888888888,1.0017205358240138,1.001228350325513,1.0009824389045805,1.001844791538556,-0.0004913401302050368,0.0,1.0,0.9993865783339466,LOWS
2002-08-21,8,2,SHY,LOWS,0.09727626459143969,0.9991417361451691,0.9993865783339466,0.9990192472722815,0.9995089614534742,0.00061342166605321,0.0003682789098944407,1.0,0.9991409988955701,LOWS
2002-08-22,8,3,SHY,LOWS,0.018561484918793503,1.0,1.000491038546526,0.9995094432180525,1.0007369196757554,0.0003682789098944407,-0.00012269938650313027,0.9998773006134969,0.9998772855565101,HIGHS
2002-08-23,8,4,SHY,HIGHS,0.3018867924528302,1.0008599508599507,0.9997546012269939,0.9997546012269939,1.0007372818874416,-0.001226993865030605,-0.00012272950417286591,0.9998772704958271,0.9996317662943415,LOWS
2002-08-26,8,0,SHY,LOWS,0.12479474548440066,0.9997546012269939,1.0001227295041726,0.9996319921491659,1.00012278978389,0.00024545900834555744,-0.00012271444348988718,0.9998772855565101,0.9996318114874816,LOWS
2002-08-27,8,1,SHY,LOWS,0.14688128772635814,0.9995091422260401,0.9988955700085902,0.9987737584304108,0.9987722529158992,0.0,0.0006142506142505793,1.0,0.9987722529158992,BOTH
2002-08-28,8,2,SHY,BOTH,0.043875685557586835,1.000614024315363,1.0013513513513514,1.0007366482504605,1.0015980331899201,0.0003685503685503825,-0.0003680529996319609,0.9996319470003681,1.0,NONE
2002-08-29,8,3,SHY,NONE,0.07707509881422925,1.00134985887839,1.0015948963317385,1.001349196614743,1.0017186349128406,-0.0002453686664214235,-0.0004899559039687194,0.9995100440960313,1.0,HIGHS
2002-08-30,8,4,SHY,HIGHS,0.24022346368715083,0.9993871046825202,0.9998775110240078,0.9998775110240078,0.9997547516860822,-0.0007349338559529921,-0.0012250398137938787,0.9987749601862062,1.0,HIGHS
2002-09-03,9,1,SHY,HIGHS,0.2086230876216968,1.0018380100477884,0.9998774960186207,1.0015925517579323,1.001226692836114,-0.00024500796275874094,0.0017152658662092693,1.0,0.9982876712328766,NONE
2002-09-04,9,2,SHY,NONE,0.30843373493975906,0.9998775560181217,1.0006125949522175,0.9986549278552214,0.999877465996814,0.0006125949522175589,-0.00012244398187835333,0.9998775560181217,0.9992652461425422,LOWS
2002-09-05,9,3,SHY,LOWS,0.06262626262626263,1.000734933855953,1.0002448879637564,0.9998776459072556,1.000735294117647,-0.00036733194563488597,0.00012241400416213878,0.9997552618697993,0.9995104039167686,NONE
2002-09-06,9,4,SHY,NONE,0.32040816326530613,0.9985317508870671,0.998286203941731,0.9985317508870671,0.9988975992160705,0.0004896560166483811,0.0007357449417535534,1.0,0.9992647959808847,HIGHS
2002-09-09,9,0,SHY,HIGHS,1.1513353115727003,0.9998774059090353,0.9996321275291232,0.9995098639872564,0.9992640745737765,0.000245248313917793,0.0004906771344456116,0.9998774059090353,0.9988965179009318,HIGHS
2002-09-10,9,1,SHY,HIGHS,0.38190184049079756,1.0001227596366316,0.999018645731109,0.9987740590903519,0.9998772252915898,-0.0007360157016683302,0.00036836935166995505,1.0,0.9996317662943415,NONE
2002-09-12,9,3,SHY,NONE,0.1411764705882353,1.000368052999632,1.00049115913556,1.0,1.0004912797838368,0.0008595284872299532,0.0007363770250368467,1.0,0.9990188864361048,LOWS
2002-09-13,9,4,SHY,LOWS,0.1536926147704591,1.0003680078508341,1.0008591065292096,1.0002452483139177,1.0008593174564204,0.0004909180166911149,0.0,0.9997548118180705,0.9997547516860822,NONE
2002-09-16,9,0,SHY,NONE,0.06624605678233439,1.0002451581269918,1.0007357449417535,1.0002451280794213,1.0004906771344455,0.0003678724708767767,-0.00012253400318594678,0.999877465996814,0.9995098039215687,HIGHS
2002-09-17,9,1,SHY,HIGHS,0.18461538461538463,1.000122624156959,0.998897193971327,0.9993873299840706,0.9992641648270787,-0.0007352040191153324,0.0004906771344456116,1.0,0.9990191270230505,LOWS
2002-09-18,9,2,SHY,LOWS,0.5868055555555556,1.0006126700159295,1.002208047105005,1.0009801519235482,1.0022091310751104,0.0011040235525024953,-0.0004895960832314107,0.9995104039167686,1.0,HIGHS
2002-09-19,9,3,SHY,HIGHS,0.5284974093264249,1.0019607843137257,1.000734394124847,1.000734394124847,1.0017156862745098,-0.0012239902080784398,0.0,1.0,0.9997553816046966,NONE
2002-09-20,9,4,SHY,NONE,0.023547880690737835,0.9995108230402349,0.9997553816046966,0.9997554115201175,1.0004898359049719,0.00012230919765155216,-0.00012233912405176052,0.9997553516819573,0.9996329377217668,LOWS
2002-09-23,9,0,SHY,LOWS,0.26718403547671843,1.000122279285889,1.000978712992415,1.00036679300648,1.0009791921664626,0.0004893564962075637,-0.0003666585186994247,0.9996333414813006,0.9998777356645066,NONE
2002-09-24,9,1,SHY,NONE,0.054628224582701064,1.0007334963325183,1.0006110975311662,1.0003665241295052,1.0011009174311927,-0.00024443901246634105,-0.00012214486380853935,0.9997557401074744,0.9997556804300025,NONE
2002-09-25,9,2,SHY,NONE,0.008492569002123142,0.9993890518084066,0.9990228410895322,0.9986575543080303,0.9992663242846661,-0.00036643459142544443,0.0,0.9995111817181963,0.9991441496515465,HIGHS
2002-09-26,9,3,SHY,HIGHS,0.01747088186356073,0.999633072407045,0.99963320699352,0.9993889771477453,1.0003671970624235,-0.0003667930064800236,-0.00036692759295500407,0.9993886035705551,1.0,NONE
2002-09-27,9,4,SHY,NONE,0.06165228113440197,1.0007335860129598,1.001100782778865,1.0004888780249328,1.001468968049945,0.00036692759295500407,0.0,0.9998778402150011,0.9995113011606599,LOWS
2002-09-30,9,0,SHY,LOWS,0.34287812041116006,1.0018301610541729,1.0021991447770313,1.0018301610541729,1.002322454467669,0.0013439218081856988,0.0009752529562355028,1.0,0.9986603336986969,LOWS
2002-10-01,10,1,SHY,LOWS,0.1682803135085293,0.9987816764132554,0.9985371205656467,0.998417143552904,0.9986585365853659,0.0006095330976471676,0.0008545965083629275,0.9997560975609756,0.9989021712612832,HIGHS
2002-10-02,10,2,SHY,HIGHS,0.0563230605738576,1.000610798924994,0.9997558295690392,0.9990243902439024,1.0006109481915932,-0.0006104260774019919,0.0002442300647209186,0.9998779296874999,0.9997558295690392,NONE
2002-10-03,10,3,SHY,NONE,0.5642317380352645,0.999389722934212,1.0001221150323605,0.9998779743746186,0.9996333862886472,0.0004884601294420106,-0.0002442002442003691,0.9992677568952892,0.9990229604298975,LOWS
2002-10-04,10,4,SHY,LOWS,0.09414758269720101,0.9981693922382232,0.9984126984126983,0.9984140539221668,0.9995110024449879,0.0004884004884003911,0.00024458847988272265,0.9993890518084066,0.99963320699352,LOWS
