Date,Month,DayofWeek,symbol,vol_percent_prev,close_percent_prev,open_percent_prev,high_percent_prev,low_percent_prev,prev_day_movement,bar_movement,close_percent_high,close_percent_low,Label
2005-03-10,3,3,VWO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHS
2005-03-11,3,4,VWO,0.2587800369685767,1.0067783094098883,1.0015904572564613,1.0023762376237624,1.0068054443554844,-0.0027833001988071685,0.0023818975784040777,0.9976293954958515,0.996039603960396,HIGHS
2005-03-14,3,0,VWO,0.289587852494577,0.9972055888223553,0.9916633584755855,0.9901224812327143,0.9952095808383233,-0.005557761016276323,0.0,0.996807661612131,0.9979983987189751,HIGHS
2005-03-15,3,1,VWO,0.3776595744680851,0.9863453815261044,0.9859887910328262,0.9848363926576218,0.9874999999999999,-0.0032025620496397857,-0.00284206252537557,0.9951377633711507,0.9971498371335504,HIGHS
2005-03-16,3,2,VWO,0.29890453834115804,0.9954844006568144,0.9874137231019083,0.9870340356564019,0.993018480492813,-0.010962241169305708,-0.002878289473684222,0.9954844006568144,0.9971134020618556,NONE
2005-03-17,3,3,VWO,0.0824847250509165,1.001656314699793,0.9921875,0.992209922099221,0.9995855781185248,-0.006990131578947439,0.002486531288852146,0.9995867768595043,0.9971062422488631,LOWS
2005-03-18,3,4,VWO,0.04593929450369155,1.0,1.013261500207211,0.999591169255928,1.0095356550580432,0.009117281392457622,-0.004089979550102162,0.9959100204498978,1.0,HIGHS
2005-03-21,3,0,VWO,0.21485411140583555,0.9885151763740773,0.9881390593047035,0.9881390593047035,0.9938144329896907,-0.0028629856850715864,-0.0024834437086092187,0.9975165562913908,1.0,HIGHS
2005-03-22,3,1,VWO,0.16296296296296298,1.0045681063122924,1.0,1.0012417218543046,1.0058430717863105,-0.0033112582781457717,0.0012417218543046829,1.0,0.9962794543199669,NONE
2005-03-23,3,2,VWO,0.10294117647058823,0.9953566905867454,0.9743377483443708,0.9752475247524753,0.996191282268303,-0.019453642384105914,0.001699235344095121,0.9974619289340101,0.998303647158609,HIGHS
2005-03-24,3,3,VWO,0.29259259259259257,1.0008517887563884,0.9944774851316908,0.9945008460236887,0.9982942430703625,-0.0025488530161426816,0.003844510892780857,0.9995746490854954,0.9961702127659574,NONE
2005-03-28,3,0,VWO,0.1602112676056338,1.002991452991453,1.003844510892781,1.0012738853503185,1.002991452991453,-0.0004271678769757182,-0.0012765957446808994,0.9953350296861747,1.0,HIGHS
2005-03-29,3,1,VWO,0.23636363636363636,0.9880749574105622,0.9893617021276596,0.9860050890585242,0.9901625320786998,-0.0008510638297872159,-0.0021505376344086325,0.9978494623655914,0.9978448275862069,NONE
2005-03-30,3,2,VWO,0.3540856031128405,1.0095777100565957,0.9978494623655914,0.9952809952809953,1.0117852466171977,-0.01204301075268822,-0.0004310344827585349,0.9995689655172415,0.9995687796463992,NONE
2005-03-31,3,3,VWO,0.8056497175141243,1.005965061780997,1.024137931034483,1.0144865786109927,1.022077922077922,0.01163793103448274,-0.006313131313131402,0.9916001679966401,1.0,HIGHS
